area_type,location,total_sqft,size,bath,balcony,price
Built-up  Area,Bommanahalli,1091,2,2,1,40
Super built-up  Area,Sarjapur  Road,1346,2,2,1,74.03
Super built-up  Area,Rajaji Nagar,1720,3,3,2,224
Built-up  Area,Brookefield,3675,4,4,3,176
Super built-up  Area,JP Nagar,1060,2,2,2,33.95
Built-up  Area,Whitefield,1059,2,2,1,57
Super built-up  Area,Hebbal,1299,2,2,1,97
Super built-up  Area,Yelahanka,1491,3,3,2,85
Built-up  Area,Basaveshwara Nagar,1200,2,2,2,85
Built-up  Area,Yelahanka,2088,4,5,0,110
Super built-up  Area,Hulimavu,581,1,1,1,29
Super built-up  Area, Devarabeesana Halli,1296,2,2,2,70
Super built-up  Area,Doctors Layout,1125,2,2,1,55
Built-up  Area,Electronic City,1275,3,3,1,70
Super built-up  Area,Kothanur,1095,2,2,2,55
Plot  Area,Sarjapur  Road,10000,5,4,2,975
Super built-up  Area,Old Madras Road,1330,2,2,2,74
Super built-up  Area,Marathahalli,1135,2,2,2,60
Super built-up  Area,Whitefield,516,1,1,1,39
Super built-up  Area,Doddanakundi Industrial Area 2,1194,2,2,1,51
Plot  Area,Banaswadi,2250,5,5,1,240
Super built-up  Area,Electronic City,770,2,1,1,38
Super built-up  Area,Sarjapur  Road,3930,4,5,2,330
Super built-up  Area,Chikkalasandra,1355,3,3,2,54.2
Built-up  Area,Abbigere,3000,8,8,0,150
Built-up  Area,Harlur,2569,4,4,1,175
Built-up  Area,Hebbal,3758,4,4,2,450
Super built-up  Area,Whitefield,1116,2,2,3,51.91
Super built-up  Area,Bhoganhalli,1707,3,3,2,115
Plot  Area,AECS LAYOUT A-BLOCK Singasandra,1200,5,5,1,225
Super built-up  Area,Sultan Palaya,1070,2,2,2,49
Built-up  Area,Whitefield,6000,4,4,1,410
Super built-up  Area,Tumkur Road,1240,3,2,1,83
Super built-up  Area,JP Nagar,1300,2,2,1,91.65
Super built-up  Area,Ambalipura,1700,2,2,2,76
Super built-up  Area,Yeshwanthpur,1383,3,2,2,76.18
Built-up  Area,Banashankari Stage I,3000,5,4,3,170
Built-up  Area,Electronic City,1200,2,2,1,34.65
Super built-up  Area,Hulimavu,935,2,2,3,45
Super built-up  Area,Thigalarapalya,2072,3,4,2,151
Built-up  Area,Ramanjaneyanagar,2200,4,3,1,225
Super built-up  Area,Jalahalli,615,1,1,1,46
Super built-up  Area,KR Puram,1116,2,2,1,45
Super built-up  Area,Whitefield,1639,3,3,2,107
Super built-up  Area,Marathahalli,1839,3,3,2,130
Super built-up  Area,Byatarayanapura,1300,2,2,2,63
Super built-up  Area,Horamavu Agara,625,1,1,1,27
Super built-up  Area,Thanisandra,933,1,1,1,61
Super built-up  Area,Hosur Road,2289,3,3,3,180
Built-up  Area,Ramamurthy Nagar,2316,3,3,0,125
Super built-up  Area,Electronic City,1005,2,2,1,39.77
Built-up  Area,Horamavu Agara,1080,2,2,1,38
Plot  Area,Munnekollal,1200,7,5,3,185
Super built-up  Area,Vishwapriya Layout,910,2,2,3,36
Plot  Area,Hormavu,1200,2,2,0,73
Super built-up  Area,Electronic City,1110,2,2,1,39.9
Super built-up  Area,Kothanur,1142,2,2,2,56
Carpet  Area,2nd Stage Nagarbhavi,4000,5,4,3,240
Plot  Area,Hormavu,1800,3,3,1,204
Super built-up  Area,AECS Layout,1005,2,2,1,55
Built-up  Area,3rd Block Banashankari,1627,3,3,1,133
Super built-up  Area,Kothanur,1074,2,2,2,54
Carpet  Area,Basavangudi,1230,2,2,0,80
Super built-up  Area,Electronic City,660,2,1,1,23
Built-up  Area,Coconut Grove Layout,1007,2,2,2,48
Plot  Area,2nd Block Hrbr Layout,1050,4,6,1,74
Built-up  Area,Whitefield,1820,3,3,2,113
Super built-up  Area,Basapura,1100,2,2,1,60
Plot  Area,Anjappa Layout,1348,2,2,0,100
Super built-up  Area,Kasavanhalli,1230,2,2,2,66.25
Super built-up  Area,Horamavu Agara,1176,3,2,1,37.62
Super built-up  Area,Uttarahalli,1590,3,3,2,57
Built-up  Area,Frazer Town,1200,2,2,1,78
Built-up  Area,"Off Sarjapur Road, ",1298,2,2,1,65
Super built-up  Area,Hosa Road,1161,2,2,1,55.15
Plot  Area,Himagiri Meadows,1350,4,4,0,175
Plot  Area,4th Block HBR Layout,1200,5,5,2,138
Super built-up  Area,Kothanur,1285,2,2,1,60
Super built-up  Area,Electronic City,1644,3,3,2,92.59
Super built-up  Area,Kasavanhalli,1819,3,3,1,150
Super built-up  Area,1st Phase JP Nagar,1205,2,2,1,85
Super built-up  Area,Basavangudi,2350,3,3,3,300
Super built-up  Area,Uttarahalli,1050,2,2,1,42
Super built-up  Area,Raja Rajeshwari Nagar,1270,2,2,2,62
Super built-up  Area,9th Phase JP Nagar,1240,3,2,2,39.89
Super built-up  Area,Jigani,1221,3,3,3,70
Built-up  Area,Hoysalanagar,840,3,2,2,35
Super built-up  Area,Kanakpura Road,1339,2,2,2,63
Super built-up  Area,Thigalarapalya,4303,4,5,1,300
Super built-up  Area,Haralur Road,1315,2,2,1,85
Super built-up  Area,Raja Rajeshwari Nagar,1250,2,2,2,68
Super built-up  Area,Bisuvanahalli,850,2,2,1,27
Super built-up  Area,7th Phase JP Nagar,1600,3,2,2,110
Built-up  Area,Electronic City,1250,2,2,1,62
Super built-up  Area,Motappa Layout,1312,3,2,1,56.5
Super built-up  Area,Kadugodi,3000,4,4,0,134
Built-up  Area,Electronic City Phase II,1300,2,2,2,28
Built-up  Area,Whitefield,1990,3,3,3,98
Super built-up  Area,Medahalli,760,2,2,2,38.5
Plot  Area,Ambedkar Nagar,5000,4,4,2,536
Super built-up  Area,Kadugodi,1614,3,2,2,59
Plot  Area,Judicial Layout,1500,4,3,2,162
Super built-up  Area,Basava Nagar,1182,3,2,1,60.1
Super built-up  Area,Avalahalli,1053,2,2,1,46.29
Built-up  Area,6th Phase JP Nagar,750,1,1,1,105
Super built-up  Area,Gubbalala,2000,3,3,3,125
Built-up  Area,Electronic City Phase II,1940,3,4,3,116
Super built-up  Area,Hennur Road,1590,3,3,2,105
Super built-up  Area,Chennammana Kere,1035,2,2,2,52.79
Super built-up  Area,Kothanur,1075,2,2,2,53
Plot  Area,TC Palaya,900,2,2,0,55
Super built-up  Area,Raja Rajeshwari Nagar,1260,3,2,1,62
Plot  Area,Prashanth Nagar,1200,6,5,0,260
Super built-up  Area,Thanisandra,1702,3,3,2,107
Super built-up  Area,Bisuvanahalli,1080,3,2,2,65
Built-up  Area,Kasavanhalli,1189,2,2,1,45
Super built-up  Area,Tumkur Road,1035,2,2,1,39
Super built-up  Area,Hennur Road,1200,2,2,1,36
Plot  Area,Mahalakshmi Layout,4482,8,6,2,852
Plot  Area,Michael Palaya,1200,3,3,0,200
Super built-up  Area,Kanakpura Road,1300,3,3,1,69
Super built-up  Area,Yelahanka,1330,2,2,1,93.65
Super built-up  Area,Kaggalipura,1210,3,2,1,65
Built-up  Area,Chikkalasandra,1350,3,2,2,54.2
Super built-up  Area,Kaval Byrasandra,1900,3,2,2,65
Super built-up  Area,Ambedkar Nagar,1935,3,4,2,125
Super built-up  Area,Doddanakundi Industrial Area 2,1410,3,3,3,90
Super built-up  Area,Narayanapura,1469,2,2,2,99.14
Super built-up  Area,Varthur,986,2,2,1,30
Super built-up  Area,RBI Layout,1460,3,2,2,87
Super built-up  Area,Chandra Layout,1260,3,2,2,85.05
Super built-up  Area,Chandapura,1345,3,2,2,39.5
Super built-up  Area,Panathur,980,2,2,1,57
Built-up  Area,Kudlu Gate,1164,2,2,2,75
Super built-up  Area,Subramanyapura,929,2,1,2,51
Built-up  Area,Kundalahalli,1065,2,2,1,70
Super built-up  Area,Budigere,1172,2,2,0,56.725
Super built-up  Area,Lakshmiamma Garden,3000,3,3,1,265
Super built-up  Area,Electronic City,1020,2,2,1,30.27
Super built-up  Area,Gunjur,1362,3,3,1,62.63
Super built-up  Area,Yeshwanthpur,672,1,1,1,36.85
Super built-up  Area,Brookefield,1746,3,3,3,115
Built-up  Area,Electronic City,1025,2,2,1,29.6
Super built-up  Area,Harlur,1532,2,2,1,65
Super built-up  Area,Guni Agrahara,1200,3,2,2,120
Super built-up  Area,Ganga Nagar,1250,2,2,2,65
Super built-up  Area,Thanisandra,1188,2,2,1,39
Built-up  Area,Whitefield,3565,4,4,0,218
Super built-up  Area,Marathahalli,1170,2,2,2,85
Super built-up  Area,BEL Road,1800,3,3,2,150
Plot  Area,Madavara,1000,2,2,1,35
Plot  Area,Cooke Town,2600,3,3,1,375
Plot  Area,Nagarbhavi,1200,5,4,3,240
Super built-up  Area,Kasturi Nagar,2507,4,4,2,155
Super built-up  Area,Babusapalaya,1061,2,2,1,34
Super built-up  Area,KR Puram,1290,2,2,2,69
Super built-up  Area,Sarjapur,1200,2,2,1,42.6
Super built-up  Area,Bharathi Nagar,1120,2,2,2,39.29
Super built-up  Area,Electronic City,418,1,1,1,12
Super built-up  Area,Sarjapur,1333,3,3,1,50
Super built-up  Area,Sarjapur  Road,1691,3,3,2,119
Super built-up  Area,Thanisandra,747,1,1,0,34.355
Super built-up  Area,Koramangala,1700,3,3,3,250
Super built-up  Area,Thanisandra,2030,3,4,1,125
Super built-up  Area,Balagere,1012,2,2,1,70
Carpet  Area,Kudlu,1245,3,2,1,60
Super built-up  Area,7th Phase JP Nagar,1765,3,3,2,118
Super built-up  Area,Gottigere,1110,2,2,2,36.25
Built-up  Area,Akash Nagar,967,2,2,1,47.8
Super built-up  Area,Sarjapur,1044,2,2,2,36
Super built-up  Area,Brookefield,1518,3,3,3,80
Super built-up  Area,KR Puram,1300,3,2,2,57
Super built-up  Area,Seetharampalya,1798,3,3,3,73
Carpet  Area,KR Puram,866,2,2,0,36.38
Super built-up  Area,Whitefield,3410,4,5,3,253
Super built-up  Area,Singasandra,1179,2,2,2,56
Super built-up  Area,Rajaji Nagar,3600,5,5,1,510
Super built-up  Area,Uttarahalli,1125,2,2,1,48
Super built-up  Area,Cambridge Layout,2098,3,3,1,210
Super built-up  Area,3rd Phase JP Nagar,2400,3,3,1,270
Built-up  Area,Haralur Road,1976,3,3,2,92
Built-up  Area,5th Phase JP Nagar,1190,2,2,2,61.8
Super built-up  Area,cooketown,1800,3,3,3,192
Super built-up  Area,Jakkur,1761,3,3,1,84.52
Super built-up  Area,Cooke Town,1700,3,3,3,120
Built-up  Area,Ramamurthy Nagar,900,4,4,1,70
Super built-up  Area,Electronic City,1128,2,2,1,64.8
Super built-up  Area,5th Stage BEML Layout,2000,3,3,2,85
Built-up  Area,Electronic City,1220,3,2,1,35.25
Super built-up  Area,Shauhardha Layout,509,1,1,1,20
Super built-up  Area,Ambedkar Nagar,1852,3,4,2,122
Super built-up  Area,Varthur,1045,2,2,1,40.65
Super built-up  Area,Kaverappa Layout,3535,4,4,2,215
Super built-up  Area,Marathahalli,1102,2,2,2,53.67
Super built-up  Area,Omkar Nagar,1800,4,3,2,82
Super built-up  Area,Hebbal Kempapura,1436,3,2,2,75
Super built-up  Area,Chikkadunnasandra,1397,3,2,1,52
Super built-up  Area,Kothanur,1140,2,2,2,56
Super built-up  Area,Balagere,645,1,1,1,55
Plot  Area,Bank Of Baroda Colony,2350,5,5,1,325
Plot  Area,Nagarbhavi,1200,3,3,2,225
Carpet  Area,Bhoopsandra,2050,3,3,2,135
Super built-up  Area,Sarjapur  Road,1335,2,2,1,95
Plot  Area,Thirumenahalli,2100,2,1,1,200
Super built-up  Area,Hebbal,1255,3,3,2,77.68
Super built-up  Area,Thanisandra,1140,2,2,1,59
Super built-up  Area,Hosakerehalli,2376,3,3,1,240
Super built-up  Area,Thanisandra,663,1,1,1,46
Super built-up  Area,Victoria Layout,1276,2,2,0,146
Super built-up  Area,Kanakpura Road,1450,3,3,3,60.9
Super built-up  Area,Kodichikkanahalli,1400,3,3,3,66
Super built-up  Area,Divya Unnathi Layout,1339,2,2,1,53.56
Built-up  Area,Electronic City,1220,3,2,1,35.23
Built-up  Area,Malleshwaram,2200,3,3,2,275
Built-up  Area,Harohalli,1305,2,2,2,52
Built-up  Area,Green Glen Layout,1740,3,3,3,80
Super built-up  Area,Anekal,680,2,1,1,21
Super built-up  Area,Bannerghatta Road,1154,2,2,2,47
Built-up  Area,Munnekollal,1200,2,2,2,40
Super built-up  Area,Hennur,1155,2,2,2,54.5
Super built-up  Area,Sarjapur  Road,1525,3,2,3,63
Built-up  Area,Giri Nagar,600,1,1,1,125
Super built-up  Area,Hebbal,2470,4,5,2,192
Super built-up  Area,Padmanabhanagar,1100,2,2,1,60
Super built-up  Area,Hormavu,1250,2,2,2,65
Super built-up  Area,Kothanur,1400,2,2,1,70
Super built-up  Area,Ittamadu,1600,3,3,2,100
Built-up  Area,Electronic City,1060,2,2,1,55
Super built-up  Area,Horamavu Banaswadi,1272,2,2,2,50
Super built-up  Area,Kanakpura Road,1296,2,2,2,105
Built-up  Area,Dollars Colony,2100,4,3,2,280
Super built-up  Area,Karuna Nagar,1945,3,3,3,115
Super built-up  Area,Chandapura,1033,3,2,2,30.47
Super built-up  Area,Stage-4 Bommanahalli,2300,3,2,1,69
Super built-up  Area,Gunjur Palya,1235,2,2,2,52.76
Super built-up  Area,3rd Block Koramangala,2100,3,3,1,270
Super built-up  Area,2nd Phase JP Nagar,850,2,2,1,42.5
Super built-up  Area,Subramanyapura,1880,3,3,2,110
Super built-up  Area,1st Block Jayanagar,2450,4,4,2,368
Super built-up  Area,Kenchenahalli,1060,2,2,2,52
Super built-up  Area,Hennur Road,2041,3,3,3,138
Built-up  Area,Hulimavu,1050,2,2,2,125
Super built-up  Area,Vasanthapura,1037,2,2,1,36.28
Built-up  Area,"Electronic city phase 1, ",1150,2,2,1,39
Super built-up  Area,LB Shastri Nagar,1184,2,2,1,62
Built-up  Area,Sarjapur  Road,1680,3,3,2,126
Super built-up  Area,Thanisandra,1411,3,3,2,100
Plot  Area,Hosa Road,900,5,5,0,55
Super built-up  Area,Kanakpura Road,900,2,2,2,41
Built-up  Area,Jakkur Plantation,3500,4,4,3,320
Super built-up  Area,Thanisandra,1702,3,3,2,120
Super built-up  Area,Yelahanka,1185,2,2,2,45
Super built-up  Area,Kanakpura Road,1300,3,3,1,64
Super built-up  Area,Lavakusha Nagar,1545,3,3,2,65
Super built-up  Area,6th Phase JP Nagar,1515,3,2,2,135
Super built-up  Area,Jigani,1300,3,3,3,55
Super built-up  Area,JP Nagar,1107,2,2,1,57
Super built-up  Area,Old Madras Road,1720,3,3,2,106
Super built-up  Area,Kuvempu Nagar,1540,3,3,2,150
Super built-up  Area,Bannerghatta Road,1000,2,2,1,44.5
Super built-up  Area,Electronic City,710,1,1,1,40.42
Super built-up  Area,Thanisandra,1100,2,2,1,38
Built-up  Area,Sri Balaji Krupa Layout,3200,4,4,0,270
Plot  Area,Domlur Layout,900,2,2,2,160
Built-up  Area,Bannerghatta Road,1250,2,2,0,48
Built-up  Area,Kaggadasapura,2400,5,4,3,130
Super built-up  Area,Hegde Nagar,1584,3,3,1,104
Plot  Area,Vasanth nagar,875,4,4,0,150
Plot  Area,Kammasandra,1200,4,6,3,60
Super built-up  Area,Kaggadasapura,1485,3,2,2,70
Built-up  Area,Hennur Road,1100,3,2,1,78
Super built-up  Area,8th Phase JP Nagar,1245,2,2,1,59
Built-up  Area,Hennur Road,1880,4,4,0,154
Super built-up  Area,Frazer Town,2214,3,3,3,350
Built-up  Area,Anathanagar,1050,2,2,2,45
Plot  Area,Vishveshwarya Layout,600,4,4,2,95
Super built-up  Area,Bannerghatta Road,1640,3,3,2,105
Super built-up  Area,Basavanapura,1165,2,2,1,65
Built-up  Area,Kengeri Satellite Town,1110,2,2,1,43
Super built-up  Area,vinayakanagar,1200,7,5,2,200
Built-up  Area,St. John's Road,4000,4,4,2,630
Built-up  Area,Uttarahalli,4500,4,4,0,150
Plot  Area,Jaraganahalli Jp Nagar Post,600,4,4,3,65
Super built-up  Area,Haralur Road,1300,2,2,2,75
Plot  Area,adigondanhalli,1200,2,1,0,42
Plot  Area,Yelahanka,1500,2,2,1,12.75
Super built-up  Area,Hennur Road,1232,2,2,1,69.61
Super built-up  Area,Jalahalli,1704,3,3,2,94.36
Built-up  Area,7th Phase JP Nagar,1275,3,2,2,88
Super built-up  Area,Sarjapur  Road,1222,3,2,1,68
Super built-up  Area,Varthur,1155,2,2,2,39
Super built-up  Area,Electronic City,1000,2,2,1,29.95
Super built-up  Area,Horamavu Banaswadi,1200,2,2,1,45
Super built-up  Area,Yelahanka,1517,3,3,2,71.28
Super built-up  Area,Horamavu Agara,1166,2,2,1,37.29
Built-up  Area,Electronic City,870,2,2,2,24
Super built-up  Area,5th Phase JP Nagar,4000,5,5,2,170
Plot  Area,Rajaji Nagar,1350,4,4,1,230
Super built-up  Area,Yelahanka,3019,4,6,1,190
Super built-up  Area,Whitefield,1345,3,3,1,58
Plot  Area,Dommasandra,900,3,3,1,75
Super built-up  Area,EPIP Zone,3800,4,5,2,170
Super built-up  Area,Chandapura,971,3,2,2,38
Super built-up  Area,Hennur,1255,2,2,1,52.32
Built-up  Area,EPIP Zone,1810,2,2,2,65
Built-up  Area,"Whitefield, ",1300,2,2,1,58
Super built-up  Area,Thanisandra,1185,2,2,2,45
Super built-up  Area,Pattandur Agrahara,1350,2,2,3,68
Super built-up  Area,Budigere,1590,3,3,0,76.16
Super built-up  Area,Thyagaraja Nagar,3000,7,6,3,180
Plot  Area,Brookefield,1560,4,3,2,149
Super built-up  Area,Somasundara Palya,1650,3,3,1,126
Super built-up  Area,Off Bannergatta Road,1645,3,3,2,87
Super built-up  Area,Hennur Road,1748,3,3,1,103
Plot  Area,Channasandra,1200,3,3,1,67.77
Built-up  Area,Kengeri Satellite Town,1170,2,2,3,50
Built-up  Area,Sarjapur  Road,3420,4,4,2,225
Built-up  Area,Hulimavu,1320,3,2,2,65
Super built-up  Area,Bhoganhalli,1610,3,3,2,84.53
Super built-up  Area,Frazer Town,1870,3,3,3,180
Super built-up  Area,Sarjapur  Road,1510,3,2,1,110
Built-up  Area,Kammagondahalli,2700,6,7,3,110
Super built-up  Area,Kanakapura  Rod,1305,3,2,1,45.68
Super built-up  Area,Mahadevpura,1500,3,2,1,70
Super built-up  Area,Indira Nagar,1149,2,2,1,130
Built-up  Area,Thanisandra,1948,4,4,2,129
Plot  Area,Margondanahalli,1448,3,3,1,70
Super built-up  Area,Sarjapur  Road,1242,2,2,1,78
Super built-up  Area,Sonnenahalli,1268,2,2,1,58
Super built-up  Area,Ramamurthy Nagar,1101,2,2,1,50
Super built-up  Area,Kallumantapa,1255,2,2,3,65
Super built-up  Area,Gunjur,1362,3,3,1,62.63
Super built-up  Area,Sarjapur  Road,984,3,3,2,140
Super built-up  Area,Hosa Road,1089,2,2,1,32.67
Built-up  Area,Byrathi Village,800,2,1,3,95
Super built-up  Area,Uttarahalli,1345,3,2,1,57
Plot  Area,Thanisandra,3600,8,9,3,125
Plot  Area,Krishna Nagar,1650,4,2,1,140
Super built-up  Area,Kaggalipura,950,2,2,1,45
Super built-up  Area,HBR Layout,1068,2,2,1,43
Built-up  Area,Yelahanka New Town,860,2,1,2,31
Built-up  Area,Kengeri,3000,8,5,1,130
Super built-up  Area,Yelahanka,1756,3,3,2,66.73
Super built-up  Area,Whitefield,1205,2,2,1,41
Plot  Area,Hoodi,1120,8,8,1,155
Super built-up  Area,Banashankari,1800,3,3,2,125
Super built-up  Area,Ashok Nagar,8321,4,5,2,2912
Built-up  Area,Hormavu,1604,3,3,0,68
Super built-up  Area,Old Airport Road,2732,4,4,3,204
Super built-up  Area,Chandapura,1015,2,2,2,25.88
Super built-up  Area,Banashankari,1200,3,2,2,42
Super built-up  Area,Ananth Nagar,1010,2,2,2,38
Built-up  Area,Nagarbhavi,1250,2,3,0,170
Super built-up  Area,Doddakallasandra,1010,2,2,1,41
Super built-up  Area,Yelahanka,1050,2,2,2,33.1
Super built-up  Area,Harlur,1710,3,3,2,85
Super built-up  Area,Mysore Road,1249,3,3,2,115
Built-up  Area,Attibele,410,1,1,1,10
Super built-up  Area,Bannerghatta Road,1656,3,2,1,62.93
Super built-up  Area,Naganathapura,1451,3,3,1,68
Super built-up  Area,Giri Nagar,1200,6,3,0,175
Super built-up  Area,JP Nagar,1250,2,2,2,93
Plot  Area,Meenakunte,4395,3,3,3,240
Super built-up  Area,Hebbal,4600,4,6,2,650
Built-up  Area,Sonnenahalli,1340,3,2,3,42
Super built-up  Area,Abbaiah Reddy Layout,1100,2,2,2,38.5
Super built-up  Area,Whitefield,6000,4,6,1,700
Super built-up  Area, Devarachikkanahalli,1700,3,3,1,71
Plot  Area,Yelahanka,1200,6,5,0,150
Super built-up  Area,KR Puram,1096,2,2,1,43
Super built-up  Area,Electronic City Phase II,1160,2,2,1,33.5
Built-up  Area,"Sarjapur Road, ",1936,3,3,2,139
Super built-up  Area,Nehru Nagar,1269,3,2,2,63
Super built-up  Area,Richmond Road,3500,3,3,1,630
Super built-up  Area,Panathur,1586,3,3,1,125
Super built-up  Area,Rajaji Nagar,1376,2,2,1,124
Super built-up  Area,Kanakpura Road,1452,3,3,3,56.5
Super built-up  Area,Hosa Road,1538,3,3,1,107
Super built-up  Area,Hosur Road,1427,3,2,1,130
Built-up  Area,Upadhyaya Layout,935,2,2,0,40
Built-up  Area,Ashwath Nagar,1220,2,2,3,65
Super built-up  Area,Harlur,1197,2,2,1,77
Super built-up  Area,Varthur,674,2,1,1,19.9
Built-up  Area,Kengeri,410,1,1,1,15
Built-up  Area,Thanisandra,1573,3,3,1,90
Super built-up  Area,Dodda Nekkundi,1135,2,2,2,58
Built-up  Area,Huskur,1400,3,2,1,40.43
Super built-up  Area,Agrahara Dasarahalli,1200,1,1,0,65
Plot  Area,Ittamadu,1800,3,3,0,95
Built-up  Area,Avalahalli,2045,3,3,2,108
Super built-up  Area,Sonnenahalli,1268,2,2,1,56
Super built-up  Area,Kambipura,883,2,2,1,39
Super built-up  Area,Yelahanka,1600,3,3,3,100
Super built-up  Area,Thanisandra,1056,2,2,2,70
Plot  Area,Jigani,1200,10,11,1,105
Plot  Area,Whitefield,4500,4,4,1,330
Super built-up  Area,KR Puram,1204,2,2,2,58
Super built-up  Area,Tejaswini Nagar,1410,3,2,1,54
Built-up  Area,Hennur Road,1460,2,2,1,80.3
Super built-up  Area,Dodda Nekkundi,1100,2,2,1,41.18
Super built-up  Area,Govindapura,1310,2,2,1,88
Super built-up  Area,Sector 2 HSR Layout,1600,3,3,2,90
Super built-up  Area,Lottegolla Halli,1250,2,2,2,55
Super built-up  Area,Sarjapur  Road,1665,3,3,2,74.93
Super built-up  Area,Uttarahalli,1345,3,2,1,57
Built-up  Area,Hosahalli Extension,2000,5,5,2,240
Super built-up  Area,Singasandra,1416,2,2,2,67
Super built-up  Area,HSR Layout,1145,2,2,2,46
Built-up  Area,Munnekollal,7200,10,10,3,200
Built-up  Area,Jigani,1231,3,3,2,58
Super built-up  Area,Yelahanka,1664,3,3,0,73.95
Built-up  Area,TC Palaya,2000,3,3,1,76
Built-up  Area,Rajiv Nagar,972,2,2,2,43
Built-up  Area,3rd Phase JP Nagar,4500,4,4,3,345
Super built-up  Area,Bellandur,1185,2,2,1,47.39
Built-up  Area,Green Glen Layout,1750,3,3,2,81
Built-up  Area,Byadarahalli,3155,3,4,1,316
Super built-up  Area,Balagere,1007,2,2,1,68
Super built-up  Area,Rajaji Nagar,1700,3,3,2,200
Super built-up  Area,Whitefield,1250,2,2,2,85
Super built-up  Area,Telecom Layout,1200,2,2,1,54
Super built-up  Area,Horamavu Agara,994,2,2,1,42.28
Super built-up  Area,Ramamurthy Nagar,1150,2,2,2,40
Super built-up  Area,Thanisandra,1220,2,2,2,46
Super built-up  Area,Hennur Gardens,1441,2,2,1,115
Super built-up  Area,Old Madras Road,1157,2,2,2,47.32
Super built-up  Area,RPC layout,1300,6,6,3,150
Super built-up  Area,Thigalarapalya,1400,2,2,2,105
Built-up  Area,Tindlu,1370,3,3,1,65
Plot  Area,Magadi Road,1200,5,4,1,130
Super built-up  Area,Judicial Layout,900,2,2,1,40
Super built-up  Area,Kodipalya,418,1,1,1,17
Plot  Area,Vishwapriya Nagar,1200,3,3,1,80
Built-up  Area,ISRO Layout,1200,2,2,3,43
Super built-up  Area,Talaghattapura,1062,2,2,1,42.48
Super built-up  Area,Kanakpura Road,1120,2,2,1,51
Super built-up  Area,Bannerghatta Road,1012,2,2,1,44
Plot  Area,Postal Colony,1500,3,2,1,200
Built-up  Area,ISRO Layout,950,4,4,1,180
Super built-up  Area,Kadabagere,675,2,2,2,13.5
Super built-up  Area,Kanakpura Road,1430,2,2,2,78
Super built-up  Area,Channasandra,1195,3,2,1,56
Super built-up  Area,Old Madras Road,2640,3,5,1,150
Super built-up  Area,Bisuvanahalli,1075,3,2,1,42
Super built-up  Area,Hennur Road,1570,3,3,0,75.99
Plot  Area,Kammanahalli,782,6,4,2,85
Built-up  Area,Sonnenahalli,1011,2,2,1,59
Super built-up  Area,7th Phase JP Nagar,1450,3,2,1,102
Super built-up  Area,Sarjapur  Road,1129,2,2,1,69
Super built-up  Area,Sarjapura - Attibele Road,1126,2,2,1,36
Plot  Area,Attibele,1200,3,3,1,110
Super built-up  Area,Sarjapur  Road,1180,3,2,2,45
Plot  Area,1st Block HRBR Layout,600,3,4,2,125
Plot  Area,Bannerghatta,940,4,4,2,45
Super built-up  Area,Hennur Road,1933,3,3,2,140
Built-up  Area,TC Palaya,1082,2,2,2,64
Plot  Area,LB Shastri Nagar,2400,8,8,1,250
Super built-up  Area,Anwar Layout,610,1,1,0,28
Plot  Area,Raja Rajeshwari Nagar,1560,4,4,1,160
Super built-up  Area,Kathriguppe,1300,3,3,3,77.99
Built-up  Area,Kudlu Gate,3850,4,6,0,205
Built-up  Area,CV Raman Nagar,1125,2,2,1,46
